image_id,is_train
772055,True
772122,True
772161,True
772235,True
772341,True
772354,True
772356,False
772459,True
772476,True
772504,True
772520,True
772552,True
772554,True
772565,True
772647,True
772668,True
772742,True
772933,True
772965,True
772992,True
773007,True
773118,True
773121,True
773190,True
773219,True
773268,True
773381,True
773400,True
773529,True
773630,True
773723,True
773812,True
1024094,True
1024223,True
1024254,True
1024290,False
1024319,True
1024364,True
1024387,True
1024403,False
1024418,True
1024587,False
1024588,True
1024647,True
1024650,True
1024683,True
1024806,True
1024854,True
1024932,True
1025004,True
1025007,True
1025008,True
773834,False
773885,True
773923,True
774006,True
774036,True
774050,True
774104,True
774200,True
774260,True
774267,True
774395,True
774551,True
774743,True
774947,True
100028,True
100181,True
100186,True
100220,True
100249,True
100292,True
1025071,True
1025112,True
1025117,True
1025139,False
1025372,True
1025411,True
1025431,True
1025444,True
1025463,False
1025739,True
1025767,True
1025782,True
1025828,True
1025935,True
1025942,True
1025987,True
774995,False
775008,False
775025,True
775033,True
775159,False
775232,True
775253,True
775261,True
775283,True
775638,True
775677,False
775697,True
775794,True
775803,True
775809,True
775830,True
775918,True
775961,True
776008,True
776022,True
776049,True
776099,False
776165,False
776233,True
776276,True
776295,True
776304,True
776320,True
776324,True
776431,True
776559,True
776612,True
776649,True
776662,True
1026010,True
1026050,True
1026057,True
1026150,True
1026265,False
1026282,True
1026286,True
1026292,True
1026312,True
1026320,True
1026413,True
1026445,True
1026449,True
1026494,True
1026540,True
1026618,True
1026655,True
1026774,True
1026787,True
776768,True
776826,True
776956,True
777081,True
777107,True
777217,True
777226,True
777240,True
777286,True
777354,True
777404,True
777455,True
777456,True
777503,True
777609,True
777610,True
777639,True
777643,True
777674,False
777698,True
777703,True
777827,True
777831,True
777862,True
777903,True
777926,True
778044,True
778068,True
778074,True
778125,True
778190,True
778209,True
1026860,True
1026875,True
1027002,True
1027010,True
1027178,True
1027221,True
1027239,True
1027260,True
1027271,True
1027272,True
1027276,True
1027301,False
1027342,True
1027358,True
1027397,True
1027409,True
1027414,True
778279,True
778315,True
778328,True
778352,True
778369,True
778433,True
778451,True
778480,True
778613,False
778648,True
778720,False
778800,True
778829,False
778862,True
778889,True
778903,True
778938,True
778994,True
1027416,True
1027495,True
1027518,True
1027548,True
1027606,True
1027608,True
1027611,True
1027686,True
1027737,True
1027758,True
1027861,True
1027958,True
1027989,False
1028001,True
1028059,False
1028157,True
100351,True
100355,True
100381,True
100411,True
100429,True
100436,True
100462,True
100514,False
100569,True
100571,True
779038,True
779278,True
779308,True
779384,True
779425,True
779426,True
779528,True
779537,True
779562,True
779563,True
779580,True
779756,True
779860,False
779886,True
779929,True
779963,True
780081,True
780214,True
1028222,True
1028232,True
1028257,True
1028261,True
1028264,True
1028311,True
1028335,True
1028351,True
1028372,True
1028410,True
1028535,False
1028559,True
1028568,True
1028591,True
1028694,True
1028738,True
100592,True
100600,True
100601,True
100621,True
100627,True
100639,True
100697,True
100712,True
100737,True
100744,True
780304,False
780332,True
780411,True
780458,True
780502,True
780503,True
780567,True
780634,True
780649,True
780773,True
780780,False
780785,True
780820,False
780830,True
780849,True
780898,False
780943,True
780996,True
781042,True
781107,True
781115,True
781158,True
781172,True
781258,True
781295,True
781356,True
781403,True
781427,True
781589,True
781643,True
781690,False
781763,True
781809,True
781810,True
781815,True
1028812,True
1029091,True
1029160,True
1029214,False
1029233,True
1029305,True
1029413,True
1029430,True
1029454,True
1029489,True
1029567,True
1029574,True
1029656,True
1029691,True
1029692,True
1029749,True
1029810,True
1029899,True
781832,True
781918,True
782011,True
782089,True
782173,False
782191,True
782311,True
782621,True
782766,True
100828,True
100869,True
100887,True
100956,True
1029908,True
1029921,True
1029923,True
1029986,True
1030040,False
1030091,True
1030162,True
1030209,True
1030244,True
1030278,True
1030310,True
1030311,True
1030319,True
1030333,True
1030371,True
1030383,True
1030514,True
782808,True
782829,False
782837,True
782840,True
782844,True
783050,True
783153,False
783375,True
783376,True
783451,False
783535,True
783677,True
783693,True
783799,True
783943,True
100980,True
100986,True
101102,True
101130,True
101140,False
101143,True
101146,True
101222,False
101223,True
784059,True
784166,True
784194,True
784211,True
784346,True
784464,False
784525,True
784677,True
784714,True
784799,True
784810,True
784850,True
1030546,True
1030553,True
1030604,True
1030720,True
1030738,True
1030752,True
1030834,True
1030914,True
1030924,True
1030968,True
1031039,True
1031194,True
1031277,False
1031379,True
1031512,True
1031567,True
1031608,True
1031630,True
784955,True
785011,True
785045,True
785051,True
785096,True
785097,True
785177,True
785198,True
785383,False
785750,True
785797,True
785818,True
786007,True
1031639,True
1031647,True
1031719,True
1031798,True
1031859,True
1031947,True
1032045,True
1032061,True
1032066,True
1032181,True
1032469,True
1032562,True
1032599,True
1032675,True
1032825,True
1032835,True
1032975,True
1033164,True
101248,True
101258,True
101337,True
101350,False
101379,True
101427,True
101444,True
101470,True
101512,True
786102,True
786138,True
786248,True
786335,True
786396,True
786422,True
786455,True
786458,True
786502,True
786544,False
786546,True
786666,True
786681,False
786752,True
786792,True
786800,True
787030,True
787037,True
787145,True
787196,True
787415,True
787444,True
787459,True
787489,True
787531,True
101532,True
101559,True
101560,True
101590,True
101593,True
101637,True
101641,False
101648,True
101664,True
101711,True
101714,False
101739,True
101745,True
1033185,True
1033207,True
1033212,True
1033234,False
1033243,True
1033440,True
1033446,True
1033476,True
1033578,True
1033604,True
1033608,True
1033691,True
1033694,True
1033720,True
1033721,True
1033755,True
1033889,True
787585,True
787627,True
787659,True
787668,True
787680,True
787858,True
787889,False
787976,True
788008,True
788136,True
788140,False
788187,True
788197,True
788231,True
788279,True
788511,True
788545,True
1034129,True
1034133,True
1034163,False
1034178,True
1034216,True
1034241,True
1034301,False
1034332,True
1034420,False
1034582,True
1034626,True
1034633,True
1034790,True
101764,True
101787,False
101816,True
101821,True
101831,True
101837,True
101850,True
101866,True
101868,False
101955,True
788580,True
788618,True
788698,True
788737,True
788761,True
788815,True
788911,True
788917,True
788981,True
789026,True
789050,True
789145,False
789152,True
789157,True
789229,True
789319,True
789351,True
789366,True
789427,True
789550,True
789702,True
789705,True
789732,True
789770,True
789782,True
789823,True
789988,False
790001,True
790030,True
790039,True
790046,False
101985,True
102014,True
102020,True
102028,False
102107,True
102113,True
102158,True
1034937,True
1035171,True
1035206,True
1035234,True
1035426,True
1035499,True
1035520,False
1035558,True
1035640,True
1035733,True
1035815,True
790060,True
790203,True
790221,True
790281,True
790363,True
790384,True
790534,True
790549,True
790619,True
790645,True
790655,True
790740,True
790785,False
791019,True
791128,True
791179,True
102238,True
102245,True
102257,True
102267,True
102272,False
102301,True
102328,True
102333,True
102345,True
102377,True
102425,True
791306,True
791319,True
791349,True
791364,False
791366,True
791382,True
791455,False
791471,False
791536,True
791673,True
791730,True
791925,True
791930,True
792006,True
792055,True
1035986,True
1036102,True
1036189,True
1036197,True
1036213,True
1036413,True
1036418,False
1036468,True
1036532,False
1036612,True
792205,False
792313,True
792360,True
792373,True
792374,True
792483,True
792544,True
792600,True
792705,True
792737,True
792763,True
792771,False
792908,True
792913,True
792954,True
792978,True
102432,True
102450,True
102478,True
102532,True
102533,False
102558,True
102591,True
102643,True
792997,True
792998,True
793092,True
793119,True
793254,True
793333,True
793400,True
793413,True
793686,True
793740,True
793773,True
793778,True
793803,True
1036637,True
1036647,True
1036650,True
1036754,True
1036812,True
1036840,True
1036920,True
1037014,True
1037024,True
1037069,True
1037492,True
1037508,True
1037607,True
1037792,True
1037812,True
1037829,True
102658,True
102661,True
102671,True
102681,True
102700,True
102704,True
102706,False
102723,False
102740,False
102761,True
793813,True
793899,True
793975,False
794062,True
794065,True
794088,True
794123,True
794247,True
794255,True
794300,True
794381,True
794396,True
794491,False
794555,True
794614,False
1037842,True
1037844,True
1037851,True
1037855,False
1037892,True
1037972,True
1038208,True
1038455,True
1038470,True
1038508,True
1038566,True
1038713,True
1038889,True
1038996,True
102778,True
102844,True
102856,False
102865,True
102927,True
794650,True
794772,True
794809,True
794942,True
794980,True
794986,True
794999,True
795005,True
795046,True
795108,True
795226,True
795285,True
795316,True
795325,False
795369,True
795400,True
795440,True
795479,True
795498,True
795502,True
795536,True
795572,True
795683,True
795693,True
795732,True
795772,True
795799,True
795996,True
796019,True
796051,True
103129,True
103161,True
103162,True
103167,True
103220,True
103252,True
103267,True
103293,True
1039045,True
1039251,False
1039272,True
1039403,True
1039800,True
1039889,True
1040059,True
1040151,True
1040160,True
796077,True
796083,True
796253,True
796291,True
796307,True
796310,True
796325,True
796336,True
796394,True
796448,True
796461,True
796533,True
796548,True
796565,False
796720,True
796721,True
796722,True
796749,True
796815,True
796916,True
796936,True
796991,True
797008,True
797026,True
797216,False
797222,True
797244,True
797380,True
797472,True
797506,True
797527,True
1040202,True
1040270,True
1040302,True
1040311,True
1040350,True
1040410,True
1040422,True
1040460,True
1040464,True
1040594,True
1040681,True
1040848,True
1041056,True
1041062,False
1041100,True
103344,True
103382,True
103397,True
103398,False
103485,True
103534,True
103539,True
797653,True
797677,True
797915,True
797925,True
797926,True
797931,True
798067,False
798070,True
798179,True
798184,True
798268,True
798517,True
798702,True
103564,True
103592,True
103602,True
103626,True
103633,True
103656,False
103672,True
103675,True
103681,True
103716,True
103736,False
103789,True
1041144,True
1041223,True
1041247,True
1041303,True
1041410,True
1041413,True
1041431,True
1041612,True
1041619,True
1041720,True
1041791,True
1041868,True
1041874,True
1041972,True
798767,True
798790,True
798814,True
798964,True
799031,True
799071,True
799087,True
799129,True
799193,True
799286,True
799510,True
799586,True
103844,True
103861,False
103881,True
103908,True
103918,True
103983,True
104000,True
104033,True
104070,True
104088,True
104108,True
104110,True
104112,True
104125,False
799621,True
799660,True
799674,True
799763,True
799798,True
799824,True
799867,True
799983,True
799984,True
800157,True
800230,True
800313,False
800315,False
800340,True
800374,True
800379,True
1042150,True
1042436,True
1042438,False
1042629,True
1042640,True
1042664,True
1042791,True
1042876,True
1042888,False
1043008,True
1043035,True
1043084,True
1043100,True
800606,True
800855,True
800896,True
800926,True
801001,True
801020,True
801033,True
801129,True
801135,True
801210,True
801254,True
801353,True
801372,True
801503,True
801504,True
104128,False
801541,True
104134,False
104135,True
104139,True
104169,True
104195,True
104218,True
104222,True
104225,True
104227,True
104237,True
104264,True
104265,True
104272,True
1043293,True
1043383,True
1043413,True
1043435,False
1043447,True
1043448,True
1043535,True
1043704,True
1043737,True
1043740,True
1043811,True
1043825,True
1043898,True
1044042,True
801622,True
801680,True
801687,True
801719,True
801833,True
801890,True
801914,True
801944,True
802047,True
802123,True
802261,True
802294,False
802396,True
802486,True
802487,True
802519,True
104276,True
104281,True
104310,True
104316,True
104368,True
104376,True
104411,True
104421,True
104444,True
104446,True
104465,True
1044099,True
1044109,True
1044182,True
1044264,True
1044315,True
1044318,True
1044324,True
1044467,False
1044477,True
1044509,True
1044527,True
1044587,True
1044619,True
1044645,True
1044673,True
1044734,True
802571,True
802641,True
802736,True
802765,True
802773,False
802791,True
802908,True
802919,False
803054,True
803073,True
803098,False
803126,True
803137,True
803172,True
1044833,True
1044840,True
1044874,True
1044984,False
1045010,True
1045011,True
1045012,True
1045056,True
1045057,True
1045133,True
1045134,True
1045167,True
1045227,True
1045247,True
1045274,True
1045291,True
104468,True
104489,True
104504,True
104526,False
104533,True
104561,True
104563,True
104591,True
104607,True
104609,True
803387,True
803471,True
803475,True
803514,False
803525,True
803596,False
803603,True
803613,True
803638,True
803824,False
803859,False
803969,True
804002,True
804046,True
804050,True
1045310,True
1045326,True
1045337,True
1045369,False
1045383,True
1045453,True
1045478,True
1045545,True
1045815,True
1045838,True
1045849,True
1045884,True
104630,True
104681,False
104692,True
104697,True
104722,True
104736,True
104766,True
104812,True
104829,True
104857,True
104873,False
104876,True
104877,True
104944,True
804182,True
804377,True
804426,True
804478,True
804485,True
804543,True
804582,True
804612,True
804648,True
804728,False
804827,True
804873,True
804896,True
804905,True
804922,False
804949,False
804950,True
804969,True
805060,True
805174,True
1045913,True
1045960,True
1046025,True
1046029,True
1046063,True
1046082,True
1046097,True
1046108,True
1046154,True
1046170,True
1046193,True
1046195,False
1046293,True
1046349,True
1046440,True
1046486,True
1046487,True
1046613,True
1046635,True
104998,True
105016,False
105019,False
105032,True
105105,True
105127,True
105128,True
105133,False
105154,True
105190,True
105215,True
805200,True
805210,True
805246,True
805253,False
805254,True
805431,True
805452,True
805471,True
805509,True
805569,True
805573,True
805599,True
805616,True
805705,True
805792,False
805797,True
805826,True
805831,True
805856,True
806099,False
806161,True
806229,True
806237,True
806302,True
806304,True
806317,True
806340,True
806361,True
806372,True
806379,True
806386,True
806508,True
806551,True
105222,True
105236,True
105243,True
105272,False
105298,True
105301,True
105337,True
105343,False
105368,True
105430,True
1046643,True
1046676,True
1046682,True
1046712,False
1046787,True
1046797,True
1046885,True
1046934,True
1046936,True
1047000,True
1047021,True
1047034,True
1047056,True
806589,True
806640,True
806710,True
806717,True
806759,True
806762,True
806833,True
806888,True
806909,True
807008,True
807042,True
807070,True
807117,True
807223,True
105502,True
105507,True
105509,True
105561,True
105562,True
105564,True
105565,True
105586,True
105595,True
105655,True
105678,True
105690,True
105756,True
807380,False
807552,True
807558,True
807604,True
807612,True
807676,True
807693,True
807755,True
807860,True
807888,True
807897,True
807912,True
808019,True
808040,True
1047376,True
1047541,True
1047551,False
1047580,True
1047581,True
1047604,True
1047606,True
1047743,True
1047806,True
1047844,True
1047952,True
105763,True
105765,True
105849,True
105856,False
105862,True
105867,True
105886,True
105926,True
105953,True
105960,True
105973,True
105980,True
105997,True
106018,True
106036,False
106038,True
808049,True
808051,True
808079,True
808123,True
808209,True
808218,True
808259,True
808275,True
808322,True
808364,True
808421,True
808443,False
808553,False
808557,True
808590,True
808596,True
808670,True
106061,True
106062,True
106072,True
106111,True
106114,True
106120,True
106168,False
106176,True
106192,True
106194,True
106195,True
106196,True
106239,True
106258,True
106283,True
1048105,True
1048115,True
1048194,True
1048226,True
1048281,True
1048283,True
1048284,True
1048357,True
1048442,True
1048450,True
1048652,True
1048700,True
1048844,True
1048863,True
1048866,True
1048874,True
808723,True
808745,True
808757,True
809002,True
809019,True
809080,True
809198,True
809434,False
809500,True
809535,True
809553,False
809556,True
809579,True
809581,True
809591,True
809699,True
809717,True
809756,True
809796,True
809838,True
809859,True
809883,False
810041,True
810050,True
810079,True
810302,True
810316,True
810373,True
810446,True
106432,True
106492,True
106599,True
1048931,True
1048987,True
1049018,True
1049081,True
1049132,True
1049161,True
1049174,True
1049200,True
1049392,True
1049484,True
1049510,True
1049568,True
1049587,True
1049649,True
1049722,True
1049734,True
810553,True
810563,True
810588,True
810725,True
810873,True
810930,True
811018,True
811050,True
811093,True
811105,True
811215,True
811512,True
811540,True
811667,True
811710,True
811713,True
811966,True
811973,True
106648,True
106654,True
106686,True
106693,False
106761,True
106784,True
106792,True
106876,True
1049797,True
1049798,True
1049799,True
1049835,True
1049901,True
1049927,True
1050004,True
1050009,True
1050079,True
1050160,True
1050192,True
1050213,True
1050371,True
1050374,True
1050384,True
1050433,True
812019,True
812021,True
812023,True
812236,True
812270,True
812279,True
812396,True
812399,True
812425,True
812440,True
812450,True
812465,True
812472,True
812563,True
812751,True
812773,True
1050516,True
1050550,True
1050559,True
1050584,False
1050604,True
1050675,True
1050729,True
1050783,True
1050793,True
1050818,True
1050849,True
1050894,True
1050908,True
1051016,True
1051341,True
1051367,True
106896,False
106971,True
106982,True
107001,True
107016,True
107025,True
107053,True
107063,True
107080,True
107084,True
107085,True
812783,True
812787,True
812801,True
813023,True
813094,True
813127,True
813255,True
813472,True
813522,True
813530,False
813591,True
813599,True
813613,True
813696,True
813741,True
813782,True
1051390,True
1051421,True
1051470,True
1051517,True
1051531,True
1051756,True
1051767,True
1051802,True
1051808,True
1051814,False
1051851,True
1051955,True
1052007,True
1052095,True
1052109,True
1052211,True
814001,False
814021,True
814136,True
814148,True
814250,False
814321,False
814331,True
814437,True
814438,True
814526,True
814637,True
814668,False
814676,True
814688,False
814707,True
814830,True
107103,True
107112,True
107118,True
107159,True
107195,True
107227,True
107240,True
107261,True
107314,True
107318,True
107338,True
107348,True
1052246,True
1052318,True
1052342,True
1052345,True
1052379,True
1052395,False
1052419,False
1052422,True
1052440,True
1052443,True
1052542,True
1052703,True
1052727,True
1052742,False
1052820,False
1052822,False
1052845,True
814911,True
814999,True
815017,True
815059,True
815222,True
815305,True
815362,True
815396,True
815427,True
815646,True
815693,True
815757,True
815850,True
815865,True
107361,True
107403,True
107420,True
107428,True
107443,False
107471,False
107479,True
107489,True
107495,True
107516,True
107518,True
107521,True
1052866,True
1052905,True
1053025,True
1053072,True
1053092,True
1053162,True
1053168,True
1053217,True
1053299,True
1053396,True
1053397,True
1053442,True
1053514,True
1053534,True
1053634,True
1053687,True
1053702,True
815879,True
815890,True
815919,True
815924,True
816128,True
816151,True
816187,True
816364,True
816445,True
816508,True
816527,False
816540,True
816565,True
816580,True
816608,True
816692,True
816815,True
816855,True
816906,True
816925,True
816982,True
817029,True
817105,True
817182,True
817379,True
817415,True
817423,True
817456,True
817502,True
107600,True
107629,True
107632,False
107666,True
107674,True
107677,True
107699,True
107713,True
107716,True
107782,True
107784,True
1053735,True
1053753,True
1053836,True
1053924,True
1053969,True
1054022,True
1054025,True
1054091,False
1054110,True
1054162,True
1054217,False
1054269,True
1054323,True
1054337,True
1054384,True
1054446,True
1054485,False
1054507,True
1054523,True
817540,True
817558,True
817564,True
817731,True
817761,True
817777,True
817779,True
817787,True
817810,True
817817,True
817837,True
817868,True
817869,False
817882,True
817912,True
817916,True
817991,True
817999,True
107792,True
107851,True
107905,False
107932,True
107938,True
107971,True
107976,True
107991,True
1054607,True
1054614,True
1054653,True
1054710,True
1054859,True
1054870,True
1054926,True
1054934,False
1054942,True
1055019,True
1055068,True
1055100,True
1055194,True
1055260,True
1055265,True
1055274,True
1055315,True
1055335,True
818041,True
818085,True
818111,True
818124,False
818146,True
818153,True
818195,True
818203,True
818246,True
818258,True
818347,True
818447,True
818521,True
818561,True
818563,True
818566,True
818718,True
1055370,True
1055454,True
1055539,False
1055570,True
1055582,True
1055625,True
1055640,True
1055649,True
1055670,True
1055720,True
1055722,True
1055741,True
1055760,True
1055799,True
1055816,True
1055819,True
1055824,True
1055842,True
1055865,True
1055930,True
107993,True
108002,True
108006,True
108022,True
108026,True
108044,True
108045,True
108048,False
108084,True
108108,True
108144,False
108157,True
108162,True
108174,True
818747,True
818781,True
818801,True
818831,False
819063,True
819291,True
819455,True
819492,True
819597,True
819604,True
819605,True
819608,True
819645,True
819808,True
1055970,True
1056117,True
1056196,True
1056200,False
1056256,True
1056279,True
1056317,True
1056364,True
1056369,True
1056376,True
1056385,True
1056413,True
1056417,True
1056464,True
1056465,True
1056496,False
819930,True
819975,True
820105,True
820159,True
820195,False
820223,False
820269,True
820380,True
820459,True
820532,True
820642,True
820684,True
108176,True
108207,True
108241,True
108276,True
108293,True
108300,True
108306,False
108307,True
108325,True
108345,True
108349,True
108362,True
820766,True
820846,True
820919,True
821271,True
821332,True
821352,True
821506,True
821515,True
821519,True
821624,True
821643,True
821663,True
821674,True
821707,True
821713,True
821926,True
821938,True
1056538,True
1056590,True
1056779,True
1056785,True
1056922,True
1056969,True
1057120,True
1057330,True
1057341,True
1057391,False
1057423,True
1057450,False
1057466,True
108425,True
108450,True
108488,True
108490,True
108499,True
108523,False
108544,True
108566,True
108589,True
108616,False
108635,False
108661,True
108672,True
108687,True
821942,False
821957,True
821986,True
821987,True
822003,True
822014,True
822015,True
822155,True
822168,True
822186,True
822187,True
822190,True
822209,True
822301,False
822328,True
822354,True
822391,True
822500,True
1057527,True
1057563,True
1057570,True
1057604,True
1057733,True
1057754,True
1057756,True
1057834,True
1058064,True
1058065,True
1058083,True
1058105,True
1058145,True
1058147,False
1058289,True
822592,True
822612,False
822683,True
822772,True
822792,True
822824,True
822866,True
822913,True
822924,True
823017,True
823146,True
108740,True
108828,True
108830,True
108870,True
108897,True
108947,True
108961,True
108987,True
109007,True
109013,True
1058338,True
1058451,True
1058604,False
1058622,True
1058696,True
1058773,True
1058787,True
1058819,True
1058826,True
1058830,True
1058851,True
1058929,True
1058951,True
1058963,True
823203,True
823208,True
823279,True
823319,True
823400,True
823423,False
823519,True
823644,True
823716,True
823814,True
823932,True
823954,False
824059,True
824087,True
824117,True
824185,True
824196,True
1058969,True
1059077,True
1059113,True
1059149,True
1059169,True
1059179,True
1059218,True
1059463,True
1059543,True
1059547,True
1059912,True
1059913,True
1060107,True
1060176,True
1060434,True
1060452,True
1060540,True
109054,True
109123,True
109134,False
109135,True
109150,False
109171,True
109221,False
109228,True
109243,True
109281,True
109287,True
109357,True
1060549,True
1060564,True
1060640,False
1060667,True
1060736,True
1060855,True
1060977,True
1061058,True
1061064,True
1061091,True
1061108,True
1061119,True
1061255,True
1061315,True
1061347,True
1061351,True
1061396,True
1061557,True
1061573,False
1061620,True
824279,True
824331,True
824446,True
824458,True
824548,True
824709,True
824710,True
824741,True
824834,True
824875,True
824936,False
825028,True
825043,True
825091,True
109492,True
109572,True
109574,True
109601,True
109604,True
109630,True
109697,False
1061704,True
1061724,True
1061771,False
1062019,True
1062027,True
1062209,True
1062467,True
1062574,True
1062624,True
1062637,True
825405,True
825421,True
825467,True
825483,True
825501,True
825506,True
825522,True
825574,False
825582,True
825587,True
825599,True
825628,True
825662,True
825725,True
825729,False
825750,True
825781,True
109751,True
109781,True
109791,True
109793,False
109796,False
109816,True
109818,True
109822,True
109836,True
109839,True
109853,True
109884,True
1062850,True
1062862,True
1062876,True
1062879,True
1062964,True
1062989,True
1063030,True
1063036,True
1063181,True
1063189,True
1063422,True
1063562,True
1063630,False
1063657,True
1063689,True
825823,True
825878,True
825964,True
825999,True
826080,True
826088,True
826106,True
826181,True
826259,True
826291,True
826297,True
826396,True
826400,True
826455,True
826458,True
826466,True
826472,False
826543,True
109885,True
109904,True
109911,True
109914,True
109920,True
109929,True
109930,True
109965,True
109967,True
109974,False
109977,True
109983,True
110079,True
110084,True
826550,True
826553,True
826588,True
826726,True
826902,True
826918,True
826927,True
826934,False
826952,True
826956,True
826996,True
826997,True
827037,True
827107,True
827124,False
827125,True
827179,True
827194,True
827299,True
1063720,True
1063767,True
1063797,True
1063832,True
1063851,False
1063891,True
1063980,True
1064050,True
1064081,True
1064213,True
1064244,True
1064280,True
1064306,True
1064388,True
1064461,True
1064526,True
110089,True
110093,False
110120,True
110138,True
110179,True
110203,True
110204,True
110208,True
110228,True
827328,True
827347,True
827388,True
827622,False
827659,True
827663,True
827855,True
827918,True
828098,True
828164,True
828166,True
828188,True
828198,False
828366,True
828451,True
110269,True
110281,True
110296,True
110319,True
110321,True
110352,True
110353,True
110369,True
110401,True
1064598,True
110446,True
110454,False
1064717,True
110474,True
1064814,True
110485,True
1064883,True
1064887,True
1064998,True
1065045,True
1065080,True
1065104,False
1065146,True
1065160,True
1065283,True
1065307,True
1065375,True
1065414,True
1065594,True
828488,True
828495,True
828511,True
828536,False
828566,True
828596,True
828712,True
828769,True
828784,True
828824,True
828937,False
828951,True
828985,True
828990,True
829016,True
829073,True
110518,True
110540,True
110588,True
110604,True
110642,True
110647,True
110654,True
110672,False
110695,True
110728,True
110734,True
1065657,True
1065676,True
1065727,True
1065756,True
1065787,True
1065894,True
1065898,True
1065901,True
1065918,True
1065919,True
1066008,True
1066041,True
1066043,False
1066056,True
1066074,True
1066089,True
1066153,False
829100,True
829138,True
829281,True
829326,True
829333,True
829357,True
829368,True
829425,True
829535,True
829609,True
829622,True
829757,True
829763,True
110762,True
110764,True
110780,True
110801,True
110802,True
110806,True
110831,False
110837,True
110878,True
110904,True
110931,True
829837,True
829907,True
829972,True
829974,True
830001,True
830013,True
830014,True
830119,True
830314,True
830411,True
830454,True
830459,True
830564,False
830641,False
830742,True
830906,True
830920,False
830939,True
830973,True
831015,False
831020,True
831084,True
831100,True
831131,True
831217,True
831319,True
831478,True
1066163,True
1066209,True
1066217,True
1066515,True
1066653,True
1066712,True
1066728,True
1066857,True
1066894,False
1066977,True
1066982,True
1067008,True
1067029,True
1067095,True
1067100,False
110938,False
110955,True
110988,True
111004,False
111005,True
111029,True
111030,True
111036,True
111044,False
111045,True
111071,True
111083,True
111093,True
831603,True
831846,True
831885,True
831905,True
831953,True
831987,True
831995,True
832138,True
832181,True
832257,True
832268,True
832293,True
111117,True
111119,True
111151,True
111175,False
111243,False
111312,True
111331,True
111338,True
832367,True
832475,True
832487,True
832489,True
832528,True
832624,True
832630,True
832735,True
832781,True
832820,True
832838,True
832843,True
832908,True
833048,True
1067188,True
1067278,True
1067316,True
1067403,True
1067408,True
1067423,True
1067441,True
1067585,True
1067724,True
1067801,True
1067818,True
1067824,True
1067902,True
1067920,True
1067922,True
1067934,True
1067949,True
111369,True
111377,True
111381,True
111390,True
111400,True
111403,True
111414,True
111430,True
111439,True
111440,True
111446,True
111471,True
111493,True
111503,True
111510,True
833117,True
833135,True
833153,True
833238,True
833241,True
833307,True
833322,True
833339,True
833380,True
833393,True
833472,True
833525,True
833581,True
833587,True
833630,True
833723,True
833731,True
833762,True
111539,True
111570,True
111596,True
111650,True
111689,True
111690,False
833914,True
833971,True
833992,True
834051,True
834131,True
834160,True
834185,True
834196,True
834259,True
834284,True
834427,True
834438,True
834440,True
834473,False
834627,True
1068004,True
1068058,True
1068129,True
1068252,True
1068345,True
1068380,True
1068445,True
1068487,True
1068546,True
1068641,True
1068655,True
1068657,True
1068700,True
1068759,True
1068790,True
1068829,True
